id,lat1,lon1,lat2,lon2,lat_center,lon_center,score_prix,score_hopitaux,score_practicien,score_metro,score_parking,score_final
658,45.717757,5.005455,45.720757,5.009955000000001,45.719257,5.0077050000000005,0.5337931605946736,0,0.0,0.0,0.0,0.23486899066165642
659,45.717757,5.009955000000001,45.720757,5.014455000000001,45.719257,5.012205000000001,0.30722689730457114,0,0.0,0.0,0.0,0.1351798348140113
664,45.720757,4.762455,45.723757,4.766955,45.722257,4.764705,0.35326086956521735,0,0.0,0.0,0.0,0.15543478260869562
665,45.720757,4.766955,45.723757,4.7714550000000004,45.722257,4.769205,0.4101428696070884,0,0.0,0.0,0.0,0.1804628626271189
666,45.720757,4.7714550000000004,45.723757,4.775955000000001,45.722257,4.7737050000000005,0.46773031309038016,0,0.0,0.0,0.0,0.20580133775976728
668,45.720757,4.780455,45.723757,4.784955,45.722257,4.782705,0.4155375042381314,0,0.0,0.0,0.0,0.18283650186477782
669,45.720757,4.784955,45.723757,4.789455,45.722257,4.787205,0.557185161572504,0,0.0,0.0,0.0,0.24516147109190176
671,45.720757,4.793955,45.723757,4.798455000000001,45.722257,4.7962050000000005,0.5819419885160246,0,0.0,0.0,0.0,0.2560544749470508
672,45.720757,4.798455000000001,45.723757,4.802955000000001,45.722257,4.800705000000001,0.48151037993470985,0,0.0,0.0,0.0,0.21186456717127233
673,45.720757,4.802955000000001,45.723757,4.807455000000001,45.722257,4.805205000000001,0.3961254051447549,0,0.0,0.0,0.0,0.17429517826369217
674,45.720757,4.807455,45.723757,4.811955,45.722257,4.809705,0.5666787237323468,0,0.0,0.0,0.0,0.2493386384422326
675,45.720757,4.811955,45.723757,4.816455,45.722257,4.814205,0.3332120110976206,0,0.0,0.0,0.0,0.14661328488295308
678,45.720757,4.825455000000001,45.723757,4.829955000000001,45.722257,4.827705000000001,0.0,0,0.0022172949002217295,0.0,0.0,0.00026607538802660754
683,45.720757,4.847955000000001,45.723757,4.852455000000001,45.722257,4.850205000000001,0.0,0,0.0,0.0,0.013447782546494993,0.0009413447782546495
684,45.720757,4.852455,45.723757,4.856955,45.722257,4.854705,0.43325908146297026,0,0.0,0.0,0.0,0.19063399584370694
685,45.720757,4.856955,45.723757,4.861455,45.722257,4.859205,0.46902672385883326,0,0.0,0.0,0.0037195994277539344,0.20663213045782938
687,45.720757,4.8659550000000005,45.723757,4.870455000000001,45.722257,4.868205000000001,0.4666951181298913,0,0.0,0.0,0.0,0.20534585197715216
688,45.720757,4.870455000000001,45.723757,4.874955000000001,45.722257,4.872705000000001,0.4283293768244187,0,0.0,0.0,0.0,0.1884649258027442
689,45.720757,4.874955,45.723757,4.879455,45.722257,4.877205,0.5789378905094066,0,0.0,0.0,0.0,0.2547326718241389
690,45.720757,4.879455,45.723757,4.883955,45.722257,4.881705,0.6160587141984629,0,0.0,0.0,0.0,0.27106583424732367
691,45.720757,4.883955,45.723757,4.888455,45.722257,4.886205,0.35326086956521735,0,0.0,0.0,0.0,0.15543478260869562
692,45.720757,4.888455,45.723757,4.892955000000001,45.722257,4.8907050000000005,0.5625179504497091,0,0.0,0.0,0.030901287553648068,0.24967098832662737
693,45.720757,4.892955000000001,45.723757,4.897455000000001,45.722257,4.895205000000001,0.35326086956521735,0,0.0,0.0,0.0,0.15543478260869562
716,45.720757,4.996455,45.723757,5.000955,45.722257,4.998705,0.29003337418935443,0,0.0,0.0,0.0,0.12761468464331593
717,45.720757,5.000955,45.723757,5.005455,45.722257,5.003205,0.513764943662188,0,0.0,0.0,0.0,0.2260565752113627
718,45.720757,5.005455,45.723757,5.009955000000001,45.722257,5.0077050000000005,0.2826774408196499,0,0.0,0.0,0.0,0.12437807396064596
721,45.723757,4.7489550000000005,45.726757,4.753455000000001,45.725257,4.751205000000001,0.3911747198937348,0,0.0,0.0,0.0,0.1721168767532433
724,45.723757,4.762455,45.726757,4.766955,45.725257,4.764705,0.35326086956521735,0,0.0,0.0,0.0,0.15543478260869562
725,45.723757,4.766955,45.726757,4.7714550000000004,45.725257,4.769205,0.3534103501482832,0,0.0,0.0,0.0,0.1555005540652446
