valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,surface_terrain,longitude,latitude,prix_du_m_carre
135000.00,69700,Montagny,Maison,50.00,,4.7504220,45.6174410,2700.0
250000.00,69440,Mornant,Appartement,70.00,,4.6789070,45.6176000,3571.4285714285716
400000.00,69440,Mornant,Maison,72.00,840.00,4.6744360,45.6176120,5555.555555555556
260000.00,69440,Chabanière,Maison,65.00,465.00,4.6384400,45.6179940,4000.0
315500.00,69700,Montagny,Maison,70.00,194.00,4.7471970,45.6184010,4507.142857142857
385000.00,69360,Simandres,Maison,122.00,,4.8701390,45.6184860,3155.7377049180327
285000.00,69700,Montagny,Maison,108.00,342.00,4.7503180,45.6184890,2638.8888888888887
373250.00,69440,Mornant,Maison,140.00,199.00,4.6724790,45.6184910,2666.0714285714284
135000.00,69440,Mornant,Appartement,98.00,,4.6742880,45.6185950,1377.5510204081634
453730.00,69440,Mornant,Maison,102.00,321.00,4.6804380,45.6186500,4448.333333333333
406000.00,69700,Montagny,Maison,109.00,870.00,4.7446140,45.6186790,3724.770642201835
325000.00,69440,Mornant,Maison,99.00,205.00,4.6736630,45.6186960,3282.8282828282827
325000.00,69440,Mornant,Appartement,64.00,88.00,4.6722060,45.6187310,5078.125
174500.00,69440,Mornant,Maison,58.00,39.00,4.6713570,45.6188470,3008.6206896551726
294400.00,69700,Montagny,Maison,92.00,406.00,4.7483530,45.6188780,3200.0
328400.00,69700,Montagny,Maison,92.00,328.00,4.7485850,45.6188960,3569.5652173913045
430000.00,69440,Mornant,Maison,112.00,232.00,4.6723680,45.6189080,3839.285714285714
375000.00,69440,Taluyers,Maison,98.00,1250.00,4.7129100,45.6191180,3826.530612244898
195000.00,69440,Mornant,Maison,69.00,146.00,4.6849550,45.6191290,2826.086956521739
369000.00,69970,Chaponnay,Maison,70.00,720.00,4.9452420,45.6191400,5271.428571428572
257500.00,69440,Mornant,Appartement,47.00,,4.6747510,45.6192010,5478.723404255319
229800.00,69440,Mornant,Maison,68.00,71.00,4.6724740,45.6193100,3379.4117647058824
452000.00,69970,Marennes,Maison,121.00,750.00,4.9074030,45.6195090,3735.5371900826444
630000.00,69440,Chabanière,Maison,219.00,515.00,4.6376860,45.6195140,2876.7123287671234
580000.00,69700,Montagny,Maison,100.00,1942.00,4.7515690,45.6200200,5800.0
205000.00,69440,Mornant,Appartement,56.00,,4.6707320,45.6200710,3660.714285714286
439000.00,69700,Montagny,Maison,104.00,223.00,4.7491560,45.6202580,4221.153846153846
386300.00,69700,Montagny,Maison,104.00,208.00,4.7494000,45.6203660,3714.423076923077
175000.00,69970,Marennes,Appartement,125.00,,4.9147600,45.6203820,1400.0
400000.00,69440,Mornant,Maison,140.00,210.00,4.6750440,45.6205880,2857.1428571428573
262300.00,69360,Simandres,Appartement,96.00,,4.8730280,45.6206850,2732.2916666666665
218472.00,69700,Montagny,Maison,91.00,250.00,4.7499320,45.6207160,2400.7912087912086
823300.00,69970,Marennes,Maison,252.00,1760.00,4.9188520,45.6208590,3267.063492063492
257900.00,69970,Marennes,Appartement,66.00,,4.9116160,45.6210400,3907.5757575757575
514200.00,69440,Chabanière,Maison,117.00,1022.00,4.6386360,45.6213080,4394.871794871795
450000.00,69700,Montagny,Maison,88.00,805.00,4.7460530,45.6213260,5113.636363636364
191688.00,69440,Mornant,Maison,225.00,,4.6691780,45.6215150,851.9466666666667
615000.00,69440,Chabanière,Maison,171.00,1889.00,4.6514510,45.6215570,3596.4912280701756
42000.00,69440,Mornant,Maison,67.00,514.00,4.6728560,45.6217590,626.8656716417911
423200.00,69440,Mornant,Maison,106.00,,4.6752960,45.6218150,3992.4528301886794
676000.00,69970,Marennes,Maison,152.00,777.00,4.9140870,45.6219670,4447.368421052632
325150.00,69440,Chabanière,Maison,100.00,1843.00,4.6493750,45.6220010,3251.5
360600.00,69700,Montagny,Appartement,130.00,,4.7574510,45.6228230,2773.846153846154
344700.00,69970,Marennes,Appartement,100.00,,4.9047010,45.6228340,3447.0
360000.00,69700,Montagny,Maison,117.00,528.00,4.7618290,45.6229470,3076.923076923077
629900.00,69700,Montagny,Maison,130.00,651.00,4.7540460,45.6232070,4845.384615384615
284000.00,69440,Chabanière,Maison,80.00,335.00,4.6395380,45.6232240,3550.0
350000.00,69440,Mornant,Maison,100.00,524.00,4.6660840,45.6232260,3500.0
455500.00,69700,Montagny,Maison,90.00,429.00,4.7522080,45.6233330,5061.111111111111
195000.00,69590,Larajasse,Appartement,50.00,,4.4930630,45.6233520,3900.0
481550.00,69360,Ternay,Maison,89.00,324.00,4.8184240,45.6234160,5410.6741573033705
417500.00,69440,Mornant,Maison,80.00,492.00,4.6736810,45.6236860,5218.75
620000.00,69440,Mornant,Maison,134.00,714.00,4.6743030,45.6237150,4626.865671641791
210000.00,69360,Ternay,Maison,90.00,481.00,4.8192550,45.6237930,2333.3333333333335
458000.00,69700,Montagny,Appartement,128.00,800.00,4.7623660,45.6239650,3578.125
1037550.00,69390,Millery,Maison,218.00,1752.00,4.7811280,45.6241620,4759.40366972477
1104000.00,69970,Chaponnay,Maison,200.00,995.00,4.9452600,45.6242710,5520.0
285000.00,69440,Chaussan,Maison,75.00,583.00,4.6216990,45.6244340,3800.0
72000.00,69970,Chaponnay,Maison,197.00,211.00,4.9325290,45.6249520,365.48223350253807
434000.00,69970,Chaponnay,Maison,103.00,764.00,4.9657750,45.6249810,4213.592233009709
397700.00,69360,Sérézin-du-Rhône,Maison,109.00,410.00,4.8246030,45.6253010,3648.623853211009
361000.00,69970,Chaponnay,Appartement,71.00,,4.9349070,45.6258340,5084.507042253521
480000.00,69440,Mornant,Maison,101.00,982.00,4.6665610,45.6259420,4752.475247524752
293970.00,69970,Chaponnay,Appartement,65.00,,4.9346890,45.6261900,4522.615384615385
245800.00,69970,Chaponnay,Appartement,49.00,,4.9312590,45.6262100,5016.326530612245
337850.00,69970,Chaponnay,Appartement,75.00,,4.9597720,45.6262420,4504.666666666667
462800.00,69970,Chaponnay,Maison,87.00,943.00,4.9623880,45.6264540,5319.540229885058
409569.00,69360,Sérézin-du-Rhône,Maison,105.00,553.00,4.8244580,45.6264710,3900.657142857143
415000.00,69360,Sérézin-du-Rhône,Maison,138.00,725.00,4.8213540,45.6264760,3007.246376811594
245000.00,69390,Millery,Appartement,59.00,,4.7845720,45.6270740,4152.542372881356
500000.00,69970,Chaponnay,Appartement,63.00,,4.9355240,45.6270860,7936.507936507936
283000.00,69970,Marennes,Maison,70.00,728.00,4.9046970,45.6270880,4042.8571428571427
822100.00,69970,Chaponnay,Maison,227.00,500.00,4.9273040,45.6272780,3621.5859030837005
445000.00,69970,Chaponnay,Maison,226.00,423.00,4.9350510,45.6274350,1969.0265486725664
365650.00,69360,Sérézin-du-Rhône,Maison,105.00,507.00,4.8238960,45.6274540,3482.3809523809523
779040.00,69970,Chaponnay,Maison,160.00,560.00,4.9279280,45.6277690,4869.0
155039.00,69360,Saint-Symphorien-d'Ozon,Appartement,67.00,,4.8555360,45.6277780,2314.0149253731342
362850.00,69360,Sérézin-du-Rhône,Appartement,149.00,,4.8244200,45.6277850,2435.2348993288592
336000.00,69970,Chaponnay,Appartement,100.00,,4.9353040,45.6279480,3360.0
315000.00,69360,Sérézin-du-Rhône,Appartement,67.00,,4.8236610,45.6282620,4701.492537313433
473300.00,69700,Montagny,Maison,127.00,1033.00,4.7558750,45.6283610,3726.771653543307
366470.00,69970,Chaponnay,Maison,96.00,714.00,4.9261870,45.6285040,3817.3958333333335
310410.00,69360,Sérézin-du-Rhône,Appartement,65.00,,4.8305820,45.6286780,4775.538461538462
640000.00,69970,Chaponnay,Maison,211.00,648.00,4.9297390,45.6288280,3033.175355450237
155429.00,69360,Sérézin-du-Rhône,Appartement,82.00,,4.8287040,45.6289460,1895.4756097560976
477650.00,69970,Chaponnay,Maison,200.00,410.00,4.9351320,45.6290500,2388.25
145000.00,69360,Sérézin-du-Rhône,Maison,81.00,598.00,4.8211230,45.6290590,1790.1234567901236
280200.00,69360,Sérézin-du-Rhône,Maison,93.00,408.00,4.8395240,45.6290780,3012.9032258064517
750000.00,69360,Sérézin-du-Rhône,Appartement,84.00,1621.00,4.8186140,45.6291620,8928.57142857143
532700.00,69780,Saint-Pierre-de-Chandieu,Maison,130.00,603.00,5.0303300,45.6292700,4097.692307692308
140520.00,69360,Saint-Symphorien-d'Ozon,Appartement,50.00,,4.8549830,45.6294160,2810.4
222400.00,69590,Saint-Symphorien-sur-Coise,Maison,84.00,1064.00,4.4634220,45.6295190,2647.6190476190477
450000.00,69700,Montagny,Maison,82.00,1000.00,4.7472650,45.6295470,5487.804878048781
186000.00,69590,Saint-Symphorien-sur-Coise,Maison,88.00,954.00,4.4627860,45.6296750,2113.6363636363635
600000.00,69360,Saint-Symphorien-d'Ozon,Maison,170.00,926.00,4.8542290,45.6296840,3529.4117647058824
187900.00,69360,Sérézin-du-Rhône,Appartement,69.00,,4.8284770,45.6296880,2723.1884057971015
165000.00,69440,Saint-André-la-Côte,Maison,90.00,93.00,4.6001770,45.6298010,1833.3333333333333
110500.00,69390,Millery,Maison,72.00,236.00,4.7823130,45.6298520,1534.7222222222222
132300.00,69590,Saint-Symphorien-sur-Coise,Appartement,30.00,,4.4532050,45.6299740,4410.0
332500.00,69440,Chaussan,Maison,98.00,700.00,4.6411620,45.6300990,3392.8571428571427
403700.00,69360,Saint-Symphorien-d'Ozon,Maison,100.00,,4.8686270,45.6302280,4037.0
480400.00,69390,Millery,Maison,111.00,785.00,4.7789100,45.6305160,4327.927927927928
593600.00,69970,Chaponnay,Maison,105.00,918.00,4.9376080,45.6305180,5653.333333333333
365000.00,69360,Sérézin-du-Rhône,Maison,93.00,857.00,4.8271940,45.6307510,3924.7311827956987
375450.00,69440,Chaussan,Maison,92.00,372.00,4.6420500,45.6308060,4080.978260869565
200000.00,69440,Saint-André-la-Côte,Maison,190.00,220.00,4.6016690,45.6308350,1052.6315789473683
401260.00,69360,Sérézin-du-Rhône,Maison,104.00,332.00,4.8275920,45.6310620,3858.269230769231
345000.00,69360,Sérézin-du-Rhône,Maison,89.00,,4.8324550,45.6310770,3876.4044943820227
1075000.00,69390,Millery,Maison,187.00,1011.00,4.7912850,45.6311150,5748.663101604278
394500.00,69360,Saint-Symphorien-d'Ozon,Maison,135.00,79.00,4.8567780,45.6311540,2922.222222222222
150000.00,69360,Saint-Symphorien-d'Ozon,Maison,80.00,59.00,4.8571060,45.6313620,1875.0
